date,distance(A-B),distance(A-C),distance(A-D),distance(B-C),distance(B-D),distance(C-D),beta_angle_sun,derived_beta_angle_sun,sma,inc,ecc,raan,aop,lv
2026-04-06 00:00:00+00:00,1030.553319842509,10980.445104089149,10997.210785797948,10375.459480616488,10440.701826385128,991.4792926610429,75.05243869093862,75.21833026879304,6977821.912570387,97.75324168418544,0.0012451497373195508,109.88227124566953,30.27457154335149,90.45233692602162
2026-04-07 00:00:00+00:00,1031.0783363496898,13288.555436093846,13383.980169196166,12964.358849492044,13059.471080489131,991.589582740137,74.67590322064268,74.83967933750199,6977819.869867895,97.75324087355827,0.001182503707018867,110.86171901411667,28.63331612164415,47.33798537759176
2026-04-08 00:00:00+00:00,1032.7539853921014,12633.46107819559,12999.560728045542,12713.928423518873,13086.850250249314,992.6407666436425,74.3011262316011,74.46287213802239,6977817.858411389,97.75324008454946,0.0011188738361922264,111.84116807645603,26.99345235043593,4.224561475805186
2026-04-09 00:00:00+00:00,1033.2371688205767,9788.700537029812,10122.410793656913,9922.923374478702,10333.248230148787,993.8213841137623,73.92824238376156,74.0880354106692,6977815.794374445,97.75323931240112,0.001054310045118169,112.8206184323817,25.354729258575855,-38.88765737601643
2026-04-10 00:00:00+00:00,1031.6774626911017,9814.793799665014,9582.530550582607,9457.00617237488,9313.60175090518,994.438623472792,73.55738336791804,73.7152937406989,6977813.739793349,97.7532385633985,0.0009888671168376436,113.80007007592232,23.71772056961875,-81.9992168615928
2026-04-11 00:00:00+00:00,1030.6419895094623,12959.705750834271,12672.705719986961,12617.8863072956,12330.531693485676,994.4629972783415,73.18867824956097,73.34476976058619,6977811.717764829,97.75323783769674,0.0009226014964778536,114.77952297271867,22.083159789711395,-125.11089193332275
2026-04-12 00:00:00+00:00,1031.5725149321745,13755.931495500414,13847.495306348057,13866.911523329789,13934.072433117019,994.3441716718927,72.82225373027542,72.97658440052618,6977809.69868038,97.75323713676298,0.0008555656926281113,115.75897710350868,20.45107786672083,-168.22272071489166
2026-04-13 00:00:00+00:00,1032.4638541107308,10572.978803854856,10946.140886611787,11070.681290503197,11458.447565972858,994.3614328751726,72.4582343984097,72.61085706358304,6977807.69200882,97.75323646809325,0.0007878172992133774,116.73843244609697,18.822195962665358,148.66456212247544
2026-04-14 00:00:00+00:00,1032.061493366189,7311.980577936385,7185.514783063581,7424.870261786514,7435.4105265912,994.2691083388214,72.09674295481219,72.24770578687917,6977805.671927325,97.7532358248305,0.0007194096423707502,117.7178889829046,17.197523306606097,105.54995264397033
2026-04-15 00:00:00+00:00,1032.1764165932636,10479.352523441452,9878.041962875397,10023.810932210186,9436.596418863215,993.6380298315364,71.73790034290354,71.88724738366243,6977803.628910113,97.7532352069979,0.0006503970101330148,118.69734671073044,15.578707452189688,62.43182634600009
2026-04-16 00:00:00+00:00,1033.7010594310516,13706.969466923085,13492.0512050803,13594.076738151443,13333.270814647038,992.4932129159196,71.38182583366837,71.52959744507159,6977801.630608594,97.75323462641293,0.0005808481406060263,119.67680558995859,13.967761199257515,19.30813964410064
2026-04-17 00:00:00+00:00,1034.44182036083,12289.459881549037,12601.392742953794,12742.215026205486,13012.307552879121,991.5028543213817,71.02863700518836,71.17487027378826,6977799.60706457,97.7532340759307,0.0005108100963539428,120.65626560665899,12.367688915309902,-23.824100135338586
2026-04-18 00:00:00+00:00,1033.3118586914904,6951.044735080848,7395.016605347344,7648.619872126076,8137.313134528466,991.447573219361,70.67844958335279,70.82317872062801,6977797.593110104,97.75323356255787,0.00044034601013588106,121.63572673075876,10.783829454561094,-66.97023814215014
2026-04-19 00:00:00+00:00,1032.5884213809165,6562.705540140519,5889.970759215455,6123.5216186050475,5552.123324796527,992.4704257697447,70.33137722505671,70.4746338554438,6977795.621400397,97.75323308939069,0.00036951141127475415,122.61518893205334,9.226047370872832,-110.14016660674932
2026-04-20 00:00:00+00:00,1033.671729359308,12052.228881267252,11523.09606406053,11603.35844405357,11031.244804025584,993.8786878827932,69.9875312752621,70.12934464370225,6977793.647696106,97.75323264066702,0.00029836760361164055,123.59465218599718,7.713174892439074,-153.35273339997204
2026-04-21 00:00:00+00:00,1034.5638257597675,13712.809411628148,13769.330674338546,13841.947014591635,13835.032396709115,994.7337114272725,69.64702051519174,69.78741769518156,6977791.683948987,97.75323223576105,0.00022697635582620337,124.57411646739129,6.2867505675523905,163.35051259737753
2026-04-22 00:00:00+00:00,1033.908725567986,9890.392270395601,10459.967854156874,10572.463720302643,11106.582857736834,994.6504194812542,69.30995113820144,69.4489571057135,6977789.741818593,97.75323186729416,0.0001553968350240058,125.55358174071196,5.068058367248288,119.84827158527585
2026-04-23 00:00:00+00:00,1033.5740358134065,4283.24566120572,4446.89562493523,4644.995394437076,4995.6361205732055,994.0295927847521,68.976426760205,69.1140644747846,6977787.802613499,97.75323153662228,8.371059729517023e-05,126.53304797956629,4.5881873305509275,75.60944652806991
2026-04-24 00:00:00+00:00,1034.7877022073626,8877.56873532714,8141.719393387304,8198.347773250276,7459.85359670495,993.529387127085,68.6465485964658,68.78283906069595,6977785.842147268,97.75323123529208,1.2394361629032343e-05,127.51251516751002,17.797866668082026,17.68330470215535
2026-04-25 00:00:00+00:00,1035.6070564964375,13501.603589495415,13215.393591194337,13253.474876901915,12908.490715242857,993.379991652602,68.32041566209078,68.45537797508904,6977783.888844638,97.75323096907573,6.010159128410191e-05,128.4919832862684,-184.78426771753772,175.55122405472227
2026-04-26 00:00:00+00:00,1034.8101095490726,12762.352516425943,13079.730322884889,13144.496570122583,13405.445227070179,993.2497777792177,67.99812502813904,68.13177646611766,6977781.971417626,97.75323074326423,0.00013181153202584166,129.47145228509115,-184.51005557496654,130.56502155475414
2026-04-27 00:00:00+00:00,1034.432576739714,7390.153785182785,8014.055552713041,8114.535428482359,8749.75277079619,992.7775381533635,67.67977202441058,67.81212809011889,6977780.065183323,97.75323055610828,0.00020346040249703563,130.45092215175694,-185.59320905135837,86.93838058923824
2026-04-28 00:00:00+00:00,1035.8278785440432,5811.916166342303,5332.523033745187,5414.52640984341,5091.555721555095,992.1197372269369,67.3654504406361,67.4965249809244,6977778.148111287,97.75323040498033,0.00027495334647298695,131.43039284402738,-186.97133994621507,43.60891578932205
2026-04-29 00:00:00+00:00,1036.9473047369124,11520.01939496135,10959.99422798409,11006.743726218234,10419.886218405203,991.8825782705429,67.05525265603762,67.18505793797613,6977776.237776208,97.75323029558517,0.00034622584133055896,132.4098643511357,171.53820436843748,0.3939767165294982
2026-04-30 00:00:00+00:00,1036.2257670107324,13852.851434849736,13808.175350873065,13893.384159291323,13795.423377621702,992.484935515897,66.74926980096602,66.87781662955925,6977774.360512644,97.7532302220183,0.0004172212067273919,133.38933663620483,169.9927826881546,-42.763819946978884
2026-05-01 00:00:00+00:00,1035.483404850885,11023.05902625889,11447.838811632117,11593.808892445035,11993.031417453187,993.6289527432177,66.44759182904973,66.57488962949205,6977772.465132074,97.7532301829756,0.00048787353757386086,134.36880967688265,168.416972457484,-85.8890597571821
2026-05-02 00:00:00+00:00,1036.2669285562472,6440.400952962604,6614.7956610517185,6866.404669316467,7159.281814887934,994.4751310488515,66.15030760070843,66.27636452754298,6977770.526910045,97.75323017099835,0.000558127246036914,135.34828346466637,166.82198417830278,-128.9929182580796
2026-05-03 00:00:00+00:00,1036.9596514922673,8920.40407074149,8269.510315908243,8501.514085132787,7900.033675343642,994.4110979727485,65.85750491745591,65.98232799227426,6977768.686700125,97.75323032596351,0.0006279222065973266,136.32775749794607,165.2140763888124,-172.08168752541343
2026-05-04 00:00:00+00:00,1036.3058190753902,12944.531166801644,12543.928708977088,12778.167742493943,12345.926982549383,993.6110598389541,65.56927056179555,65.69286575897789,6977766.846432282,97.75323091079694,0.0006971884960233829,137.30723077854327,-196.4027101662668,144.84054309854773
2026-05-05 00:00:00+00:00,1036.1794110431442,12733.327544082515,12790.423645907918,13110.795343602567,13132.909315564073,992.8400672962895,65.28569026806704,65.40806264299661,6977764.984230236,97.75323172005804,0.000765876686502739,138.28670408425893,-198.0255933345625,101.77099452319436
2026-05-06 00:00:00+00:00,1037.9323888812849,8776.75894630345,8976.163862742696,9483.760640424656,9710.089049649747,992.6925889974127,65.00684876008496,65.12800254330874,6977763.152509634,97.75323268392798,0.0008339311880350435,139.26617759807687,-199.6533094666112,58.70840101271989
2026-05-07 00:00:00+00:00,1039.4574722354903,6942.972866805869,6392.391869823893,7113.466046192644,6689.647256081721,993.0576993162674,64.73282966805981,64.85276836733817,6977761.3040344585,97.75323378306798,0.0009012957082993344,140.24565141326127,158.71544866836075,15.651450194136288
2026-05-08 00:00:00+00:00,1038.8869641759993,10371.1882430989,9681.200456895313,10241.008169053586,9545.503302578505,993.335466843553,64.46371554209078,64.58244202924786,6977759.484848486,97.75323498591649,0.0009679169064470385,141.2251255803707,157.08147278864456,-27.400657638383542
2026-05-09 00:00:00+00:00,1037.8662401135934,11924.134858460735,11618.691430004386,12179.703686400824,11831.067758107227,993.1317869662907,64.19958776638951,64.31710441192646,6977757.680314505,97.75323629078915,0.00103373218562794,142.20460013957126,155.44523243210443,-70.44841901467295
2026-05-10 00:00:00+00:00,1038.189380207647,9413.596271204244,9411.156690309637,10138.133325437688,10107.951282985001,992.6839952917434,63.94052657840859,64.05683529142561,6977755.828563969,97.75323766444043,0.0010986982643120947,143.18407512637617,153.8073300284548,-113.49240260952241
2026-05-11 00:00:00+00:00,1038.5792200044511,5367.899170520411,4993.184564580179,6169.3163360617,5881.892179319365,992.5635545913473,63.68661095205402,63.80171334476099,6977754.0012914585,97.7532391180237,0.0011627542445302656,144.16355056020765,152.16795476044024,-156.53281038323098
2026-05-12 00:00:00+00:00,1037.8231859215157,6579.00075799214,5692.961959068514,6650.469921590502,5761.753531139834,993.0071021470837,63.43791860037227,63.551816032462646,6977752.19306653,97.7532406392471,0.0012258482707557055,145.14302643951365,-209.47243478316886,160.42989058913392
2026-05-13 00:00:00+00:00,1037.7345486321592,9119.755017695757,8627.92284882991,9257.695615364422,8687.58866321487,993.6073602023176,63.19452584342167,63.30721955496481,6977750.412775752,97.75324221698776,0.0012879264452544733,146.12250278139769,-211.11402524840616,117.39585349960895
2026-05-14 00:00:00+00:00,1039.7541333781423,8109.962024375571,8054.049554880769,8652.772107300703,8501.309472823701,993.7267843416737,62.9565074614114,63.067998693832465,6977748.640669665,97.75324384259922,0.0013489392631945993,147.10197959231135,-212.75657194301309,74.36481079011149
2026-05-15 00:00:00+00:00,1041.765289397292,3716.9134392297115,3861.971854947764,4633.098885005348,4653.188357147046,993.1980320877105,62.72393648583382,62.834226592406466,6977746.921584121,97.75324550154929,0.0014088421791907055,148.08145684570823,145.6002772155009,31.336381282184817
2026-05-16 00:00:00+00:00,1041.5519692165096,2431.1627496976225,1843.1486240637923,2311.3482499833285,1407.036929098486,992.5391918823275,62.49688386693012,62.60597445515883,6977745.154384171,97.75324719903263,0.0014675729890822231,149.06093456366747,143.9566031304062,-11.689522289202065
2026-05-17 00:00:00+00:00,1040.4533747767457,6366.788581598671,6215.561445705887,6065.825275429516,5761.541467638564,992.4503059417012,62.275418207172876,62.38331121791989,6977743.432166584,97.7532489281223,0.0015250921768443994,150.04041272803113,142.3125464496933,-54.71304218425094
2026-05-18 00:00:00+00:00,1040.4036700697895,7044.51261584109,7360.156794463315,7014.510882775372,7193.965890916485,993.0795483695415,62.05960544892715,62.166303233428756,6977741.660521685,97.7532506791061,0.0015813455763630012,151.01989138139368,140.66807100890665,-97.73412060530242
2026-05-19 00:00:00+00:00,1040.4387541013666,4747.073817668368,5565.075567174764,4683.710156044161,5391.305517614662,993.8451532794209,61.84950873385074,61.95501409351209,6977739.988541964,97.75325245336536,0.0016362933075327584,151.9993704825072,139.0230902377062,-140.7527288969413
2026-05-20 00:00:00+00:00,1039.4277299340365,4209.365017996732,4953.418503160865,3261.1921814901475,4077.8379748390835,994.0022806168118,61.6451884032687,61.74950455189473,6977738.295806699,97.75325423709268,0.0016898890201321442,152.9788500497275,-222.62213733794,176.2308504840412
2026-05-21 00:00:00+00:00,1039.1829341934622,7308.127384568532,7739.0000472985475,6499.708210613979,6899.362868879582,993.3712388785036,61.44670214947231,61.549832705344386,6977736.572278781,97.75325603330505,0.0017420840525202326,153.95833008969964,-224.26756920111728,133.21659851860713
2026-05-22 00:00:00+00:00,1041.3296553277307,8864.991826739106,9450.485626230198,8354.52978898342,8905.14395057768,992.4984215624982,61.25410529469906,61.35605419063431,6977734.896088517,97.75325784117186,0.0017928372919903592,154.9378106035779,-225.91324620524207,90.20454580740929
2026-05-23 00:00:00+00:00,1043.8324191968532,8328.186047589306,9101.577512284062,7871.983620882748,8659.62886086655,992.0866623676322,61.06745107652055,61.16822247362511,6977733.184873841,97.75325964469067,0.001842102365081667,155.91729159632476,132.44090686593088,47.19461328585682
2026-05-24 00:00:00+00:00,1044.1452746234688,8402.99583336728,9030.929644923446,7681.044143878439,8378.291028969123,992.3089934212611,60.88679084903121,60.986389133884785,6977731.539922833,97.75326145075252,0.0018898447635367778,156.89677306315028,130.79484587074143,4.186823893881367
2026-05-25 00:00:00+00:00,1043.2160532143241,10441.127740885415,10846.060028764636,9718.697865503229,10160.276447131451,992.723065955692,60.71217428686688,60.81060399172228,6977729.88343013,97.75326325033572,0.0019360204373398398,157.87625500961934,129.1484996025294,-38.818785878182574
2026-05-26 00:00:00+00:00,1042.9890812784517,11856.873300354448,12301.449765066573,11396.737176686016,11861.40651183171,992.8317710407196,60.54364946543265,60.64091529942696,6977728.213626804,97.75326505258754,0.0019805873649090472,158.85573743875358,127.50218310980198,-81.82250666480329
2026-05-27 00:00:00+00:00,1042.7345307139603,11460.806848478975,11973.845014293842,11177.05757001939,11736.251941525343,992.6506644620222,60.38126296650893,60.47736974640281,6977726.605352193,97.75326684298616,0.002023516992861259,159.83522034612497,125.85569169349918,-124.82418294961698
2026-05-28 00:00:00+00:00,1041.3807296540324,11047.407784136567,11381.610346682757,10658.554642813117,11074.22442984374,992.6688684825239,60.225059868662505,60.32001254939094,6977724.932026587,97.75326861909453,0.0020647655752243266,160.8147037624397,124.20923624852584,-167.82398773802083
2026-05-29 00:00:00+00:00,1040.781140730201,12391.885495255774,12491.70396227726,11938.588532617954,12095.836390468145,993.2325065224735,60.07508379217651,60.16888744283484,6977723.316258293,97.75327037366168,0.0021043077052770743,161.79418768998806,-237.43739968103137,149.178268584041
2026-05-30 00:00:00+00:00,1042.8309105975559,13654.386468470862,13782.868001939365,13428.963435154841,13587.458769013687,994.0410858172309,59.931376875477056,60.02403674362228,6977721.673755562,97.75327211556653,0.002142098955122124,162.77367212563954,-239.08395824285333,106.18232620366994
2026-05-31 00:00:00+00:00,1045.7021813757813,12934.360736946703,13159.47570623611,12983.489599479622,13252.314695302082,994.335584778319,59.79397979020553,59.88550127271069,6977720.053891905,97.75327383667859,0.0021781152010151767,163.75315709898447,-240.73061937987234,63.18836475831415
2026-06-01 00:00:00+00:00,1046.5919259364896,11415.037697788594,11471.123282520173,11447.4916710253,11590.565328946306,993.6466474746471,59.662931705201935,59.75332037713019,6977718.435737926,97.75327553928595,0.002212323695104427,164.7326426103708,117.62267687713481,20.1963036743378
2026-06-02 00:00:00+00:00,1046.0053890809763,12012.342038633524,11747.585097572879,11827.283056543001,11631.206273339014,992.315027740874,59.53827023413928,59.62753188409824,6977717.279990715,97.7532772657271,0.002244705875075585,165.7121285728069,115.97568034537082,-22.79387273272604
2026-06-03 00:00:00+00:00,1045.806206436473,13665.780494464092,13439.773466422495,13600.841232349898,13392.07504028059,991.2475059843205,59.420031507275304,59.50817216680042,6977716.189064002,97.75327896657849,0.0022752273727156187,166.69161486499203,114.3286101594866,-65.78269024255762
2026-06-04 00:00:00+00:00,1045.3949518001205,13176.199488246311,13180.857947650891,13471.907830766306,13487.633117208414,991.1165320606232,59.308249946208754,59.395275926560565,6977715.084218974,97.75328063856252,0.0023038598340688796,167.67110150353358,112.68154002375968,-108.77023443594912
2026-06-05 00:00:00+00:00,1043.705643950759,10404.148410758984,10390.984134671155,10881.051479672047,10930.328616813604,991.8114096909694,59.202958271098545,59.28887619820466,6977713.984465534,97.75328227773552,0.002330581377306683,168.65058850281036,111.03444697464379,-151.75648957683754
2026-06-06 00:00:00+00:00,1042.607129857926,9401.365055124366,8897.739598151016,9488.491596962998,9077.255672497971,992.6545652342088,59.10418742279713,59.189004272678254,6977712.882629818,97.75328387998032,0.0023553698530872206,169.6300758842921,-250.6126355920467,165.25851158245715
2026-06-07 00:00:00+00:00,1044.3228308517478,11914.042322614167,11367.379219325061,11807.172797453797,11260.300862663616,993.115672096666,59.0119664754388,59.095689614473635,6977711.802475291,97.75328544387955,0.002378202106583232,170.6095636583555,-252.2597650361345,122.2748135967695
2026-06-08 00:00:00+00:00,1047.3548586007832,12972.410546916753,12818.259986438716,13216.89986897692,13027.264132487719,993.2513291742836,58.92632252540338,59.00895976756634,6977710.7098878315,97.7532869689856,0.002399060373689636,171.5890518489314,-253.9069154932795,79.29238487954214
2026-06-09 00:00:00+00:00,1048.7530765797183,10133.134147437913,10298.733398736282,10822.597851082239,10976.723690519164,993.4583856706216,58.847280554693,58.92884020999997,6977709.615710264,97.75328845489256,0.002417926326017664,172.56854047065275,104.44597827466615,36.31116747549773
2026-06-10 00:00:00+00:00,1048.6100485595405,6068.2714164400195,5791.25338090905,6619.524731026969,6470.113172101852,993.8600873788806,58.774863240343755,58.85535418538434,6977708.528057591,97.75328989779143,0.0024347855029454397,173.54802955064895,102.7988685321767,-6.668793269872203
2026-06-11 00:00:00+00:00,1048.6322826373141,8682.955912594402,7884.9981145158035,8376.748513551836,7580.965189028121,994.0375534959954,58.70909069396388,58.788522438654816,6977707.480250339,97.7532912995416,0.002449624004167684,174.52751909120732,101.15173679234172,-49.647509837830945
2026-06-12 00:00:00+00:00,1048.267531648079,12422.824438863403,12069.067654717774,12329.864393031972,11913.54675103315,993.4592790813551,58.64998014180517,58.728362921781105,6977706.413897401,97.7532926557143,0.0024624299757558246,175.50700912763878,99.50461562203027,-92.62500942358136
2026-06-13 00:00:00+00:00,1046.358864184594,11678.31185486095,11889.146316529002,12147.511578555082,12293.617247000659,992.1464612209103,58.59754556084513,58.674890431495534,6977705.3647409715,97.75329396763775,0.0024731921481410354,176.48649966837624,97.85756006559134,-135.60136168346398
2026-06-14 00:00:00+00:00,1044.72213744239,6331.087785475618,6816.29953588962,7237.925698187946,7708.601480262508,990.8431369021677,58.55179734817619,58.628116275952074,6977704.319250152,97.7532952329508,0.0024819010320845155,177.46599073576974,96.21050314634556,-178.576508818103
2026-06-15 00:00:00+00:00,1045.909250874981,4369.813759575715,3501.3966790980653,4072.320035395168,3340.7978742484656,990.4417318476518,58.512742117488344,58.588048064531975,6977703.281712419,97.75329645405942,0.0024885460462961985,178.44548234138472,-265.43656168687477,138.44954571065327
2026-06-16 00:00:00+00:00,1048.8508999303144,10600.15272298281,9971.01620226519,10103.506781440556,9416.307286010213,991.2031996931538,58.48038273967798,58.554689714767406,6977702.245954194,97.75329762451678,0.0024931267261980093,179.42497452050975,-267.0836178891183,95.47678469111548
2026-06-17 00:00:00+00:00,1050.5928700925717,13098.82781510356,13067.855351997257,13164.997862319642,13057.431747487437,992.5322112909472,58.4547186326906,58.52804170115421,6977701.216506881,97.75329874545315,0.002495637185566039,180.40446728835465,91.26937319551776,52.50516549012863
2026-06-18 00:00:00+00:00,1050.8889682598476,9889.482189785998,10428.159385601906,10579.433549675654,11057.41286401027,993.5311232990352,58.435746257417875,58.50810152695974,6977700.171877429,97.75329982119788,0.0024960730671799627,181.38396067049328,89.62233093859741,9.534771138875497
2026-06-19 00:00:00+00:00,1051.2716548236494,2884.5399909098514,3411.475350253708,3789.6485901467217,4390.335385779673,993.7699656688162,58.423459683546724,58.49486424657119,6977699.143002517,97.75330084961338,0.0024944361794893293,182.36345468692986,87.97533929298267,-33.434482895124724
2026-06-20 00:00:00+00:00,1051.1786227891482,7105.905432868967,6232.97458160045,6357.744829328971,5460.978982829611,993.518805390559,58.41785104990994,58.48832292322076,6977698.123399334,97.75330183196976,0.002490730977349455,183.34294936478148,86.3282627121966,-76.4024769027669
2026-06-21 00:00:00+00:00,1049.264586097048,12633.476132381304,12242.60274647326,12303.677128373332,11844.239755391107,993.283012228142,58.41891088954794,58.48846893904002,6977697.113405975,97.75330276613612,0.002484956056392183,184.322444723528,84.6812277366401,-119.36933940380447
2026-06-22 00:00:00+00:00,1047.1800541922014,12699.086671090039,12938.864644590078,13036.412823136017,13204.554333056467,993.1774034543067,58.426628282758415,58.495292181783775,6977696.093193598,97.7533036518007,0.002477117511089461,185.301940781542,83.03424460967446,-162.33509019498544
2026-06-23 00:00:00+00:00,1047.743954583667,7325.455021576336,8010.61587593399,8195.918750377328,8845.388431454085,992.8525152696111,58.440990903595505,58.50878108023322,6977695.083974179,97.75330448934558,0.002467221362362407,186.28143756146542,-278.6127030753331,154.70028844437502
2026-06-24 00:00:00+00:00,1050.3701919407881,3172.5313411908123,2538.842737795037,2965.5400004503263,2651.6201412243163,992.0232514618406,58.461985004300075,58.52892262220312,6977694.091272782,97.75330528264449,0.0024552775559269833,187.2609350809933,-280.2596590074163,111.73682414128004
2026-06-25 00:00:00+00:00,1052.2238005902334,9959.434646110809,9243.985042126958,9357.530743335294,8598.962027492676,990.9803528585574,58.4895953881308,58.555702324441484,6977693.1051322,97.75330603179621,0.0024412954579453882,188.2404333609057,78.09340886428514,68.77447430592811
2026-06-26 00:00:00+00:00,1052.8280177226097,13272.261925063556,13112.9960917685,13240.869783059183,13011.149800915578,990.4696869183158,58.52380537394197,58.58910419919226,6977692.123619569,97.75330673550734,0.0024252861522307987,189.21993241688506,76.44649334654088,25.813239303053624
2026-06-27 00:00:00+00:00,1053.5901056452399,10874.941359422197,11280.973753523242,11486.59004817089,11833.980397815074,991.0095386765997,58.56459677771684,58.629110754740076,6977691.135725151,97.75330739336573,0.002407261322063227,190.19943226905798,74.79965264289285,-17.146936597307437
2026-06-28 00:00:00+00:00,1053.9314373496047,4544.65762104642,5021.207759476017,5451.756377405728,5965.740102315367,992.3283691257518,58.611949892487424,58.67570298133523,6977690.16342089,97.75330801151972,0.0023872421914815254,191.17893294143983,73.15279897622378,-60.10597988291983
2026-06-29 00:00:00+00:00,1052.2503445800853,6048.971408675419,5151.241200119556,5525.37593187519,4656.116980511011,993.5256545979151,58.66584349343038,58.72886033874678,6977689.2071785275,97.7533085904518,0.002365240352937699,192.15843444612273,71.50596432327245,-103.06393342411643
2026-06-30 00:00:00+00:00,1049.9058516403675,11445.190517509529,10920.645203688226,11141.218407599434,10555.432577979385,993.8440818062226,58.72625481301828,58.78856075922811,6977688.261361475,97.75330913005358,0.0023412750707910712,193.13793679377144,69.85916102740919,-146.02082372528204
2026-07-01 00:00:00+00:00,1049.8799520106124,12089.563788157713,12130.61012227402,12389.934024699452,12358.194327400022,993.2912261301572,58.79315950502252,58.85478059548316,6977687.300496777,97.75330962845248,0.0023153667128626154,194.11744001069033,-291.7875443384042,171.02328621772057
2026-07-02 00:00:00+00:00,1052.061460484083,7632.260324944978,8082.5492161386355,8471.712165762461,8869.661760519924,992.5228971779175,58.866531593880815,58.927494595090494,6977686.20110755,97.75331007423087,0.002287534080847059,195.09694414878194,-293.4342128331703,128.06853992504693
2026-07-03 00:00:00+00:00,1053.8169373679928,2418.6448375618947,1876.1027617681204,2922.051907197974,2682.5122408698808,992.1354613023507,58.94634336328173,59.00667576438743,6977685.1150384415,97.75331048130417,0.0022578026317381134,196.07644924657723,64.91922138264081,85.11494686229119
2026-07-04 00:00:00+00:00,1054.541598336978,7731.533742461487,6993.944885328383,7274.147018531893,6465.8509084979,992.1173973193138,59.03256527874547,59.09229534214805,6977684.051643215,97.75331085870238,0.0022261985560422816,197.05595531784414,63.272706616580344,42.162537627319296
2026-07-05 00:00:00+00:00,1055.6042178208515,10822.127628358237,10601.59931768231,10790.552369757885,10478.734294532469,992.0152970352792,59.1251658575123,59.18432262697585,6977682.973389245,97.75331120016448,0.002192745826046381,198.0354623753235,61.62630348268508,-0.7887510941854563
2026-07-06 00:00:00+00:00,1056.4576569071535,8926.59147609994,9251.072969790941,9422.898969585633,9650.980808583114,991.5673391581928,59.22411146760231,59.28272482048215,6977681.908541588,97.75331151323093,0.0021574752263376156,199.01497044135942,59.9798785102471,-43.738790333461154
2026-07-07 00:00:00+00:00,1055.232180270254,3110.164450502972,3869.8530188304867,3892.2282086060018,4506.864745786668,991.0828386452292,59.32936613750239,59.387466837801,6977680.8504712675,97.75331179844245,0.002120417017141266,199.99447951951296,58.33358340041815,-86.68773791904569
2026-07-08 00:00:00+00:00,1052.8797459538962,3903.1919053344086,3575.604264717142,3059.305027744182,2596.957998411531,991.1358064068365,59.44089126795761,59.498511002175654,6977679.796516616,97.75331206122111,0.002081599572291325,200.9739896186062,56.687354615562725,-129.63553679640114
2026-07-09 00:00:00+00:00,1052.4042322021385,8641.66882463337,8507.655426004812,8164.567688931709,7928.735711236862,991.90061617513,59.55864529662988,59.615816763630356,6977678.720877808,97.75331230263846,0.002041056726930774,201.95350075214515,55.04120630002169,-172.58219514698087
2026-07-10 00:00:00+00:00,1054.1076042075733,9308.917333449177,9657.737828449375,9257.799247004872,9509.021150181541,992.8551073926569,59.68258328325613,59.73934025258213,6977677.671455222,97.75331252043019,0.0019988212777135427,202.93301293210297,-306.6047924342232,144.4722188532586
2026-07-11 00:00:00+00:00,1055.5970850804142,6465.322557992952,7286.005915537145,6500.399710507027,7260.202947807472,993.2180963898234,59.81265644935598,59.86903388421711,6977676.619252428,97.75331271838355,0.0019549306998063124,203.91252615991667,51.74934785653152,101.52769883764994
2026-07-12 00:00:00+00:00,1056.2182080107239,5182.174458778206,5842.078383888558,4365.26855032801,5123.429450763225,992.6979826433687,59.94881178907327,60.00484593465831,6977675.5899181375,97.75331289451574,0.001909419476412651,204.89204044217436,50.10369454881429,58.58417028088493
2026-07-13 00:00:00+00:00,1057.3871015284717,8516.014372036901,8779.735204132308,7686.259070422018,7940.115065828261,991.7847149591646,60.09099181826947,60.146720314508826,6977674.518752909,97.75331305865866,0.0018623219136541165,205.87155578356075,48.45813045767528,15.641760351656217
2026-07-14 00:00:00+00:00,1058.6920556102698,10502.723331822355,10931.200585823155,10024.636265262976,10423.563735296168,991.273343271356,60.23913469150231,60.29459666390707,6977673.475687615,97.75331320637244,0.001813685453347457,206.85107219480943,46.81286067131068,-27.29973795960642
2026-07-15 00:00:00+00:00,1058.0372533150262,9889.362857178074,10560.495662469966,9577.974706012697,10256.097862851218,991.4951620100273,60.39317464738192,60.44841076323608,6977672.411390991,97.75331334134515,0.0017635435531467279,207.8305896920455,45.16780995053184,-70.24023199593591
2026-07-16 00:00:00+00:00,1055.9012929112607,9230.073686653266,9827.159738377344,8685.159147349248,9354.475729266787,992.042997039259,60.55304280606254,60.60809532201252,6977671.3793164585,97.75331346673039,0.001711942968442791,208.81010825473055,43.52308062483076,-113.1798512115592
2026-07-17 00:00:00+00:00,1055.172959914828,10853.779663009323,11181.34563238234,10180.655950245458,10563.317888460251,992.2468617817129,60.7186680657767,60.77358081084442,6977670.346638229,97.7533135854064,0.0016589246204645799,209.789627893691,41.878665415300055,-156.1185979802617
2026-07-18 00:00:00+00:00,1056.4726474665945,12559.902311217471,12872.194476069693,12103.521110475021,12444.195516008645,991.8791039350596,60.88997790851727,60.944796273810525,6977669.309630393,97.7533136998266,0.0016045311239623282,210.76914860660094,-319.7654191170077,160.94351275439146
2026-07-19 00:00:00+00:00,1057.6201797251545,12537.942005511153,12932.261075237015,12304.338229601966,12741.258064385449,991.3546840927532,61.06689894081229,61.121669840427124,6977668.258162559,97.75331381173493,0.0015488113809821672,211.74867039569423,38.59087472904213,118.00644491620992
