date,Distance
2025-10-22 00:00:00+00:00,4811.7668345556685
2025-10-23 00:00:00+00:00,4846.299523991458
2025-10-24 00:00:00+00:00,4884.120211583702
2025-10-25 00:00:00+00:00,4922.011581831401
2025-10-26 00:00:00+00:00,4954.806170725732
2025-10-27 00:00:00+00:00,4987.402489892987
2025-10-28 00:00:00+00:00,5023.9754770241125
2025-10-29 00:00:00+00:00,5060.169515651545
2025-10-30 00:00:00+00:00,5092.280629887644
2025-10-31 00:00:00+00:00,5125.889726514913
2025-11-01 00:00:00+00:00,5162.878022304475
2025-11-02 00:00:00+00:00,5198.160586364791
2025-11-03 00:00:00+00:00,5231.191341265224
2025-11-04 00:00:00+00:00,5268.423547278684
2025-11-05 00:00:00+00:00,5307.002379884498
2025-11-06 00:00:00+00:00,5340.441989688083
2025-11-07 00:00:00+00:00,5370.951893457198
2025-11-08 00:00:00+00:00,5405.071895959741
2025-11-09 00:00:00+00:00,5439.885698537289
2025-11-10 00:00:00+00:00,5473.431109624406
2025-11-11 00:00:00+00:00,5510.915084574511
2025-11-12 00:00:00+00:00,5552.791012691943
2025-11-13 00:00:00+00:00,5590.06147955987
2025-11-14 00:00:00+00:00,5620.78279930066
2025-11-15 00:00:00+00:00,5651.85854069698
2025-11-16 00:00:00+00:00,5685.2135098237095
2025-11-17 00:00:00+00:00,5717.567234911295
2025-11-18 00:00:00+00:00,5754.495786555255
2025-11-19 00:00:00+00:00,5798.663655356072
2025-11-20 00:00:00+00:00,5841.170969531579
2025-11-21 00:00:00+00:00,5874.365465159774
2025-11-22 00:00:00+00:00,5904.3225424172
2025-11-23 00:00:00+00:00,5935.269829861619
2025-11-24 00:00:00+00:00,5965.969708272519
2025-11-25 00:00:00+00:00,6000.57855066808
2025-11-26 00:00:00+00:00,6045.724406066017
2025-11-27 00:00:00+00:00,6092.432731460436
2025-11-28 00:00:00+00:00,6129.935095627667
2025-11-29 00:00:00+00:00,6160.680769673234
2025-11-30 00:00:00+00:00,6190.2821434256475
2025-12-01 00:00:00+00:00,6218.153637998661
2025-12-02 00:00:00+00:00,6249.747075119398
2025-12-03 00:00:00+00:00,6293.379395397358
2025-12-04 00:00:00+00:00,6343.190789796815
2025-12-05 00:00:00+00:00,6385.449152631487
2025-12-06 00:00:00+00:00,6418.8863984831505
2025-12-07 00:00:00+00:00,6448.815105994633
2025-12-08 00:00:00+00:00,6474.798730358143
2025-12-09 00:00:00+00:00,6503.076902097985
2025-12-10 00:00:00+00:00,6544.217014582405
2025-12-11 00:00:00+00:00,6595.019611284049
2025-12-12 00:00:00+00:00,6640.510725290587
2025-12-13 00:00:00+00:00,6676.774753950476
2025-12-14 00:00:00+00:00,6707.625148913833
2025-12-15 00:00:00+00:00,6732.514594703348
2025-12-16 00:00:00+00:00,6757.931271952848
2025-12-17 00:00:00+00:00,6796.834019389772
2025-12-18 00:00:00+00:00,6848.014810826553
2025-12-19 00:00:00+00:00,6896.56282534516
2025-12-20 00:00:00+00:00,6936.605639118008
2025-12-21 00:00:00+00:00,6970.032886866615
2025-12-22 00:00:00+00:00,6995.230154533327
2025-12-23 00:00:00+00:00,7018.968970314342
2025-12-24 00:00:00+00:00,7056.0927883789545
2025-12-25 00:00:00+00:00,7106.852646790088
2025-12-26 00:00:00+00:00,7157.080697394265
2025-12-27 00:00:00+00:00,7200.395394807696
2025-12-28 00:00:00+00:00,7236.777936906681
2025-12-29 00:00:00+00:00,7262.856564055338
2025-12-30 00:00:00+00:00,7285.838288202897
2025-12-31 00:00:00+00:00,7321.727337635284
2026-01-01 00:00:00+00:00,7371.270762378267
2026-01-02 00:00:00+00:00,7421.415924637093
2026-01-03 00:00:00+00:00,7466.633885206137
2026-01-04 00:00:00+00:00,7504.992462679616
2026-01-05 00:00:00+00:00,7531.569521567751
2026-01-06 00:00:00+00:00,7554.657747520587
2026-01-07 00:00:00+00:00,7590.697629262249
2026-01-08 00:00:00+00:00,7639.074842078884
2026-01-09 00:00:00+00:00,7688.240642038588
2026-01-10 00:00:00+00:00,7734.3735029454265
2026-01-11 00:00:00+00:00,7773.763460997724
2026-01-12 00:00:00+00:00,7800.669531385545
2026-01-13 00:00:00+00:00,7824.951877785673
2026-01-14 00:00:00+00:00,7861.713676247548
2026-01-15 00:00:00+00:00,7908.343497136175
2026-01-16 00:00:00+00:00,7955.767887767494
2026-01-17 00:00:00+00:00,8002.358996041874
2026-01-18 00:00:00+00:00,8042.411984843462
2026-01-19 00:00:00+00:00,8070.184026739883
2026-01-20 00:00:00+00:00,8097.5199291086765
2026-01-21 00:00:00+00:00,8136.213007417544
2026-01-22 00:00:00+00:00,8181.133324535695
2026-01-23 00:00:00+00:00,8226.973294493846
2026-01-24 00:00:00+00:00,8273.7059667754
2026-01-25 00:00:00+00:00,8312.920884640409
