date,distance,beta_angle_sun,derived_beta_angle_sun,sma,inc,ecc,raan,aop,lv
2025-06-01 00:00:00,0.0,-23.25537260535156,-23.25537260535156,399825820.34456545,97.7532,4.105269149552254e-09,46.80215534950776,7.3571887894575235e-06,-7.357188788843556e-06
2025-06-02 00:00:00,1.3640505601143835,-23.294829913015626,-23.294824822472425,399825747.1277088,97.75320443967877,0.004109558963127956,47.781380362958195,-182.17665538062136,136.89764927782238
2025-06-03 00:00:00,5.397972865988671,-23.33559805167719,-23.335579531075748,399825675.4962474,97.7532089248011,0.00821578618994853,48.76060653139086,-183.82763055228446,93.27107229737732
2025-06-04 00:00:00,12.018802618327355,-23.37763102157956,-23.377591014486956,399825604.35904706,97.75321345328187,0.012315292515906443,49.73983382108401,-185.4786239536975,49.64594596968274
2025-06-05 00:00:00,21.190509099225483,-23.42088297602588,-23.420813496348714,399825534.42790484,97.7532180276761,0.01640454961262479,50.71906219872791,172.87090711494238,6.0217131116115645
2025-06-06 00:00:00,32.90446902596075,-23.46530783371937,-23.465200944011855,399825465.212021,97.75322264996629,0.020480318081135245,51.69829163905816,171.2201165991737,-37.60080498881733
2025-06-07 00:00:00,47.16548084677721,-23.510859031885545,-23.510706883514484,399825396.3673052,97.75322731589202,0.02453921791434483,52.6775221157704,169.5694072894692,-81.22201919409113
2025-06-08 00:00:00,63.96572684405817,-23.55748944074397,-23.557284213966952,399825328.8510561,97.753232029363,0.028577701939547017,53.656753594965956,167.91861662898864,-124.84178353085592
2025-06-09 00:00:00,83.29078864126888,-23.605151273050208,-23.604885261818296,399825261.7273145,97.75323678539118,0.03259256597574049,54.63598605226427,166.2678484927724,-168.46021908575347
2025-06-10 00:00:00,105.10950310613941,-23.65379606019589,-23.6534616812347,399825194.66158146,97.75324158097355,0.036580539864548754,55.61521946557926,-195.38285145890788,147.922623340729
2025-06-11 00:00:00,129.3917499439733,-23.703374579845573,-23.702964253690066,399825128.0175548,97.75324641802062,0.04053827318007779,56.59445381254346,-197.033517701092,104.30677524925439
2025-06-12 00:00:00,156.1077696867552,-23.753836705939545,-23.753342987091578,399825062.2559515,97.7532513004843,0.044462364978963456,57.5736890644301,-198.68421777615947,60.69228846832148
2025-06-13 00:00:00,185.20366292181927,-23.805131134269907,-23.804546537968275,399824997.06972533,97.75325622236726,0.04834972252499995,58.552925197887326,159.66526365983006,17.078933867720988
2025-06-14 00:00:00,216.62862695841633,-23.857205013069493,-23.85652219231667,399824931.8712338,97.75326117933042,0.052197168125224756,59.532162197254245,158.01470158728145,-26.53306776542154
2025-06-15 00:00:00,250.34782617536942,-23.910003483243173,-23.909215085667633,399824867.4220426,97.75326617769853,0.05600142968352638,60.51140004071805,156.36420837238148,-70.14383895547363
2025-06-16 00:00:00,286.3731758444173,-23.96346910397363,-23.962567839763402,399824803.70222235,97.75327121450985,0.05975929179192165,61.4906387046735,154.7136809791715,-113.75328950750672
2025-06-17 00:00:00,324.7733590453127,-24.01754121289837,-24.016519898550637,399824739.7521853,97.75327628246256,0.06346774234401062,62.46987817412042,153.06320912805654,-157.36151416052473
2025-06-18 00:00:00,365.63685314747806,-24.072155256556304,-24.071006688704628,399824676.83769566,97.75328138599556,0.067123553437353,63.44911842948171,-208.58724361787742,159.03151572582945
2025-06-19 00:00:00,409.01824098476334,-24.127242045644966,-24.1259590669533,399824614.0951589,97.75328652059964,0.07072380986039127,64.42835945564653,-210.2376538159564,115.425765340923
2025-06-20 00:00:00,454.84098327455297,-24.182727027160478,-24.18130252316802,399824551.2878712,97.75329168478333,0.07426560618152227,65.40760123879117,-211.88800528549876,71.821215272835
2025-06-21 00:00:00,502.894536590698,-24.23852962257983,-24.23695650190754,399824489.1234931,97.75329687826003,0.0777458602485874,66.3868437672373,146.46165415724914,28.21790867158827
2025-06-22 00:00:00,552.929253815613,-24.29456279310654,-24.292834033442055,399824427.34114385,97.75330209814919,0.08116164252101749,67.36608702568077,144.81134080575433,-15.38417979939554
2025-06-23 00:00:00,604.8012831833717,-24.350733054586776,-24.348841536998222,399824366.382386,97.75330734423792,0.08451013737631839,68.34533099951858,143.16107847306859,-58.98508873690167
2025-06-24 00:00:00,658.5911391114365,-24.406941086044537,-24.40487979401988,399824306.11863136,97.75331261558104,0.08778859260768604,69.32457567881312,141.5108493265949,-102.58481435115952
2025-06-25 00:00:00,714.6035952580038,-24.463083089478488,-24.460844943885856,399824245.2307329,97.75331790435703,0.0909944296385286,70.30382106275802,139.86067148168186,-146.18337540935119
2025-06-26 00:00:00,773.2262551744002,-24.519052722551496,-24.516630696591495,399824185.2126715,97.75332321361223,0.09412477451879273,71.28306714080576,-221.7894908694175,170.21926210998149
2025-06-27 00:00:00,834.6904009529549,-24.574743182065433,-24.57213027143056,399824125.1333678,97.75332853785477,0.09717714083398346,72.26231390926633,-223.4396087259028,126.6230616037403
2025-06-28 00:00:00,898.8814701057898,-24.630049073607026,-24.62723825685912,399824065.50617856,97.75333387729655,0.10014888897871117,73.2415613627727,-225.08969410385453,83.028030470224
2025-06-29 00:00:00,965.3149814122364,-24.68486768892079,-24.681851945695986,399824006.0731049,97.75333922921327,0.10303759334585173,74.220809499256,133.26025556398062,39.43415942943922
2025-06-30 00:00:00,1033.3223316289766,-24.739099632037703,-24.735871935458277,399823946.824611,97.75334459054193,0.10584096458829648,75.20005832039736,131.6102546201974,-4.158570916943201
2025-07-01 00:00:00,1102.4640096695414,-24.79264890432711,-24.78920219418249,399823887.273175,97.75334995735177,0.1085565918119021,76.17930783090362,129.96029623558658,-47.75014777573376
