date,distance(Seed-Derived),distance(Seed-Seed2),distance(Seed-Derived2),distance(Derived-Seed2),distance(Derived-Derived2),distance(Seed2-Derived2),beta_angle_sun,derived_beta_angle_sun,sma,inc,ecc,raan,aop,lv
2027-12-23 00:00:00+00:00,828.3295910935911,7492.512750160171,7871.873077341426,825.6537206469765,825.6537206469765,825.6537206469765,-21.610031410006933,-22.17430033485086,6977146.332643131,97.75764855468933,0.002404291831078944,242.9057480995689,76.12377678637577,14.12896762574022
2027-12-24 00:00:00+00:00,829.4399775746945,9267.89125605603,9737.124489010534,824.7267632176181,824.7267632176181,824.7267632176181,-21.72514090117824,-22.289312011373767,6977145.494255057,97.75765235727438,0.0023868726156465003,243.88606627648846,74.47287610495489,-28.199275654176766
2027-12-25 00:00:00+00:00,830.222625717649,8971.253817447548,9585.004926866277,824.2186415003596,824.2186415003596,824.2186415003596,-21.842823223737486,-22.406939213396416,6977144.659985203,97.75765614359862,0.002367468332020668,244.86638558731343,72.82191463369799,-70.52649426604515
2027-12-26 00:00:00+00:00,827.1108585256247,8829.705992670632,9355.18536405415,824.4399314728093,824.4399314728093,824.4399314728093,-21.962963277206402,-22.527067291128706,6977143.822864623,97.75765991849565,0.0023460976738588395,245.84670604999164,71.1708867062761,-112.8526864415771
2027-12-27 00:00:00+00:00,823.5187261934195,10572.821939174395,10902.756887556794,824.9318552847783,824.9318552847783,824.9318552847783,-22.085442724632394,-22.649578313611244,6977142.987751546,97.757663681921,0.0023227789068986007,246.82702769124,69.51984027240472,-155.1778978324545
2027-12-28 00:00:00+00:00,824.2764201304051,12141.77678948197,12472.127472792563,824.9893093975138,824.9893093975138,824.9893093975138,-22.210140791050144,-22.774351850453655,6977142.16006817,97.75766743801535,0.0022975295978423216,247.807350527986,-292.1312341592154,162.49787379115202
2027-12-29 00:00:00+00:00,827.0513694602795,11972.856171516865,12364.195189643351,824.4115985492086,824.4115985492086,824.4115985492086,-22.336934978635618,-22.901265698623686,6977141.337144243,97.75767118668126,0.0022703707098190437,248.78767458011646,-293.782380175617,120.17466445681842
2027-12-30 00:00:00+00:00,826.9362217654384,11290.108898666289,11571.163422514028,823.7096955887566,823.7096955887566,823.7096955887566,-22.4657016962552,-23.03019650447123,6977140.5209968,97.75767493157646,0.0022413255440259525,249.76799986045322,64.5664047895936,77.85246576000868
2027-12-31 00:00:00+00:00,825.2989290498521,12207.873652270451,12273.802572142919,823.5688713993212,823.5688713993212,823.5688713993212,-22.596316754169976,-23.16102027183067,6977139.70399875,97.75767867492617,0.0022104197418613934,250.7483263884124,62.91513407852507,35.5312621502108
2028-01-01 00:00:00+00:00,826.2311147336661,13658.088772054294,13703.291571911526,824.1210899511475,824.1210899511475,824.1210899511475,-22.728655747444826,-23.293612735051667,6977138.891294315,97.75768242032989,0.002177677306332948,251.72865418394645,61.26383097058714,-6.788972203298343
